Title,Tags,Text
Squat Thrust,,"Squat Thrust Begin from a standing position. Move hips back and lower the torso to ""sit"" as deeply as possible while maintaining an upright position. Return to a full standing position while also mimicking arms pressing upward as if to thrust weight over your head."
Squat Walking Rockette,,"Squat Walking Rockette Start in a parallel squat with arms in front and kick your left leg toward your right hand, squat back down, kick your right leg toward your left hand, squat back down and repeat."
Squerkin,,Squerkin Two man teams. First man in merkin position with second man behind holding first mans legs at his waist. First man does one merkin with his legs elevated. Second man performs one squat using the body weight of the first mans legs. Begin again for # of reps called by Q.
Squirrel Splat,Arms,"Squirrel Splat = military, hand-release merkin + frogger military, hand-release merkin: 1. down 2. arms in cross with chest on ground 3. up frogger 1. Plank in arms outstretched position 2. Jump both legs outside hands 3. Jump back to plank."
Stagger Merkins,,Stagger Merkins Merkins but with one arm positioned up and away from the body while the other hand is in its regular position.
StairBarrows,,StairBarrows Wheelbarrow position - up one flight of stairs. Space permitting the down partner then does 10 Derkins (partner holding legs). Flap Jack if another flight up. If not same partner return down the stairs and flap jack at bottom for another round.
Stairway to Seven,,"Stairway to Seven Obvious derivative of the Robert Plant...At a stadium, wide stairwell or amphitheater, start with 1 Burpee at bottom, 1 incline push-up on first step, run to top, 1 squat on top step, then run back down. Repeat 7 times up increasing reps of each exercise by 1 each time, so you finish with 7 burpees, 7 incline push-ups, run to top, 7 squats at top. Other exercises ascending from 1-7 can be added or substituted, such as supine pull-ups if you have the apparatus available, like a stadium railing."
Star Jack Burpee,Legs|Arms|Full Body,"A burpee variation that includes a StarJack instead of the jump at the end. The StarJack is performed by jumping and raising your arms and legs out to your sides, so your body forms an 'X' in mid-air."
Starfish Crunch,,"Starfish Crunch The PAX lay spread eagle on their backs, feet just above ground. On count of 1, the PAX crunch at the core bringing the left leg and right arm together, On 2, return to start. On 3, crunch bringing the right leg and left arm together, on 4, return to start. Rinse and repeat many, many times."
Steel Blades,,"Steel Blades The evil twin of Blades of Steel - Laying flat on your back, push your upper body up using your elbows. If you are super BA, you push you six off the ground so you are in a reverse plank on your heels and elbows."
Step into the Circle,,"Step into the Circle Performed to the song Move by Thousand Foot Krutch, Pax plank up in a circle. Every time the song says move take one plank walk to the left then to the right the next time it says move. Whenever it says Circle the Pax spin in a circle. The progression goes: plank walk right one step, spin in a circle, plank walk left one step. For all the studs out there you can do merkins or plank jacks waiting on the verses, but for most 3 + minutes of plank-walking and spinning in circles is plenty. Great warm-up and will get the sweat dripping and the shoulders burning to start off the workout."
Step ups,,"Step ups On a low wall, raise each leg one at a time up on the wall. Sometimes the second leg can be brought up to the chest before placing on wall. Often times done in a ladder along with another exercise."
Steve Earle,,"Steve Earle Starting position is standing w/hands behind your head. In four-count cadence, perform Copperhead Squat with a Hillbilly thrown in on the 4th count of the cadence."
Stink B.O.M.B.S.,,"Stink B.O.M.B.S. B.O.M.B.S. x 2 on reps + use a spoke layout. Set 5 cones out surrounding the Shovel Flag. Pax #1 starts the B.O.M.B.S. reps at the first cone while pax #2 goes to the Shovel Flag to do exercise chosen by the Q (for example 50 curls or 50 LBC's). Pax #2 then swaps with Pax #1. Work at same spoke until all reps are completed. Then move to next spoke. Q can change center exercise with each move to next spoke. B.O.M.B.S = 100 Burpees, 200 Over Head Presses, 300 Merkins, 400 Big Boy Sit-ups, 500 Squats."
Stirkin,,"Stirkin Steps ups, one each leg, then irkin using same surface as used for the stepups"
Stump Huggers,,"Stump Huggers Start out in the bear crawl position hold in a plank. Come down to elbow (plank) on left arm then right, then up to hands."
Sugar Bear Crawls,,"Sugar Bear Crawls Modified bear crawl. In bear crawl position, legs stay straight and bounce side to side and propel the body forward."
Sugar Cookie,,"Sugar Cookie Works best on a baseball field with wet grass and a dirt infield. Do a called number of Supermans while kicking legs in cadence, as though you are swimming in the grass. Sprint to dirt infield and do called hand-release merkins followed by big boys. Rinse and repeat 3 rounds. Replicates a Navy punishment where you have to jump in the ocean followed by exercises on the beach. You get covered by sand and look like a sugar cookie."
Suicide Ladder,,Suicide Ladder A shuttle run with an exercise set after each return to the starting line. After each full shuttle run the exercise count goes up by five reps. Repeat until out of time or until no one can take it anymore.
Suicide Squats,,"Suicide Squats Start in normal starting squat position, squat, ~50% of regular squat, then back to normal starting position. Then go to full perpendicular regular proper squat, then back to normal vertical position, then finally go to full deep ankle squat before returning to vertical starting position. Q typically leads this exercise in a cadence of 1, 2, 3, or baby, regular, deep after which PAX reply with the rep count. Great towards the end of a warm-up to transition into the meat of the beatdown."
Suicides,,"Suicides Done on basketball court or football field. On basketball court, start at end line, sprint to foul line, touch the ground, sprint back to end line touch the ground, sprint to mid court and touch line, sprint back to end line and touch line, sprint to far foul line and touch ground, sprint back to end line and touch the ground, sprint to far end line and touch the ground, sprint back to original end line. Rinse and repeat."
Sumo Squat,,"Sumo Squat Feet in wide stance (like a sumo wrestler), squat down and touch ground with both hands. For added fun can add sumo sounds and sumo leg lift between each rep. Also done by some groups as a jump squat with the same touch of the ground."
Super 21,,"Super 21 Super 21: Do 1 merkin followed by 1 situp; 2 merkins / 2 situps; 3 merkins / 3 situps, etc., etc. ....... up to 21 merkins/ 21 situps (total of 231 merkins and 231 situps). Insert other exercises in between to allow for recovery (i.e. - Super 21 #1 - #10, Monkey Humpers x 21, Super 21 #11-#13, Mountain Climbers x 21, Super 21 #14-#15, etc.)."
Superman,,"Superman Lie prone on the ground with arms, legs, and head held up as high as possible. Hold position to tolerance."
Superman Merkin,,"Superman Merkin Plank starting position. Combine a merkin with the superman move. Go down, superman (release hands, feet and hands up off the ground, move hands from over your head to beside you with arms bent at an angle), hands back under you and push up."
Superman Yellow Sun (and Red Sun),,"Superman Yellow Sun (and Red Sun) While in Superman position, perform sun gods. Yellow sun going forward, red sun going reverse. Usually done in cadence. Best when ground is wet or frozen to elicit maximum mumble chatter."
Supines,Core,A sit-up performed from lying flat on your back with your knees flat on the ground. Sit up until you touch your toes.
Surfees,Full Body,"Surfees This name has been submitted twice: 1) Burpees in the surf, or 2) Similar to a burpee, but you jump up into the surf position with the majority of your weight on your back foot."
Surfer Merkin,Arms|Full Body,"Perform a 360-degree jump, then go down for a merkin, pop back up, and repeat."
Surftanamo,Routine,"Surftanamo Similar to Guantanamo, but performed in a straight line along the surf, incorporating the ocean."
Suzanne Somers,Routine,"Suzanne Somers Ode to the ""Thigh Master"" infomercial from everyone's favorite girl on Three's Company : Perform a regular squat but point your toes outward. This is a great exercise for the inner thigh. Ensure good form by keeping your stance wide, weight on your heels, and your back straight. Additionally, for a related exercise: All PAX circle up and get on their six. Lay on your right side with your right arm extended above your head. Bend your knees to bring your feet towards your rear with your heels in line with your spine. While maintaining this position, raise your left leg, keeping your knees bent and feet together, while your right leg remains on the ground. Lower your left leg back to the starting position to complete one rep. This can be done in cadence or OYO. After completing enough reps to feel the burn in your hip flexors and glutes, flapjack and repeat on your left side. These look almost as ridiculous as Monkey Humpers and result in a similar burn. Named after the star of the Thigh Master ""fitness"" craze commercials, this exercise is sure to get some mumblechatter flowing."
Sweat Angels,Core,"Sweat Angels On your six, perform a double dolly (arms and legs 6 inches off the ground) as if making a snow angel."
Swerkins,Arms|Core,"Swerkins Pushup with feet in in a playground swing. As you complete the pushup, bring your knees into your chest and back out."
Swingset Orangutans,Arms,"Swingset Orangutans Jump up and grab the top of the swingset sideways, then walk hand over hand to the other end."
Swirley,Arms,Swirley One PAX holds the other's legs while they perform push-ups in a handstand position (as if receiving a swirly).
T-Bomb,,"T-Bomb Start in a crab position, feet together under your 6, hands and feet on the ground.<br /> IC feet go:<br /> 1) Legs straight, feet together<br /> 2) Legs straight and spread<br /> 3) Feet back together and legs straight<br /> 4) Feet together and back under your 6<br /> <br /> That is one rep. Don't let your 6 touch the ground!"
Tammy Wynette,Routine,"Tammy Wynette Tammy Wynetteâ€™s country song hit â€œStand By Your Manâ€ inspires this exercise. Starting Position: PAX 1 assumes the merkin plank while PAX 2 stands beside ""his man."" Exercise: PAX 1 performs merkins in sync with PAX 2, who does deep squats. Complete 10 reps either by Q call or on their own. At multiples of 10, partners switch, alternating between merkins and squats. For example: 1, 2, 3â€¦10 (switch) 11, 12, 13â€¦20 (switch) 21, 22, 23â€¦30 (switch) Continue until reaching 200 reps, with 100 merkins and 100 squats per person. On each switch, the merkin participant should explode off the deck, similar to the 5-6 count of a burpee. The Q may substitute other standing or ground exercises as desired. An entire routine could consist of multiple â€œTammy Wynettes.â€"
Tempo Merkin,Arms|Mary,"Regular Merkin, in cadence, with a 3-count down and a 1-count up."
Tennessee Iditarod,Cardio|Full Body,"Tennessee Iditarod Like the Iditarod race but without snow, huskies, or sleds. Wrap a climbing rope around PAX One's waist. PAX Two holds the rope, like reins, behind PAX One. PAX Two provides resistance while PAX One pulls ""the sled."" This works best with an AYG sprint and maximum resistance."
Tennessee Rocking Chair,warmup|Full Body,"Tennessee Rocking Chair Performed in 4 count cadence. Start in standing position with arm straight out in front. Count 1, bending only at the waist, touch toes. Count 2, bending only at the knees, drop to a squat position. This should rotate your torso back to vertical and arms horizontal. Count 3, straighten the knees, returning to toe-touch position. Count 4, return to starting position"
The Bruce and the Cait,Arms,"The Bruce and the Cait This is a simple Merkin that incorporates elements of balance and core strength. For ""The Bruce,"" start in a regular Merkin position with one leg crossed over the other at the ankle. When you come back up from the Merkin, switch legs. ""The Cait"" is very similar, but you switch legs at the bottom of the Merkin, not the top."
The Butkus,Legs,"The Butkus The exercise is named after Rocky's dog and resembles the rapid toe tapping Rocky Balboa exercise at curbside. Use the curb as a step and alternate stepping as quickly as possible for one minute, then rest for one minute. Continue this pattern for another minute. Complete the sequence in THREE ROUNDS, hopefully without a TKO."
The Chinook,warmup|Arms,The Chinook Overhead arm circles performed so you resemble the motion of a Chinook helicopter.
The Cooper,Run,"The Cooper Run one lap around the track. Then perform 10 burpees, 10 squats, and 10 merkins. Run another lap, then do 9 burpees, 9 squats, and 9 merkins. Continue this pattern, counting down to 1. It gets pretty brutal when you reach around 5."
The Cycle,Routine,"The Cycle From home plate, bear crawl to 1st base, do 3 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases to 2nd base, do 6 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases to 3rd base, do 9 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases back to home plate."
The Dab,Routine|Run,"The Dab 10 burpees per minute for 5 minutes, then run 1/4 mile. Repeat this cycle 4 times."
The Dirty Dog,Core,The Dirty Dog is a leg and core exercise. It is performed by being on all fours and executed one leg at a time. From the starting position the leg is raised to be parallel to the ground and then brought back to the start position. Proper form requires the leg to be fully parallel to the ground before returning to the starting position. The exercise is done one leg at a time. Pro Tip: the opposite leg can be moved to be more centered under your body to better support your weight and balance.
The Donatello,Routine,"The Donatello To end a workout with suicides on a long set of stairs (e.g., Snake Pit's Big Boy Stairs, which has 83 stairs and 7 landings)."
The Elwood,Legs|Arms|Full Body,"The Elwood Like High Knees or Chopping Feet, but keep your arms in sync and symmetrical with your feet. When your right hand and right knee are up, your left hand and left knee are down, and vice versa. The PAX can settle into a steady driving quarter-note 4/4 rhythm with this. Itâ€™s a great way to bring in the six while keeping heart rates elevated."
The Grateful Dead (aka Dancing Bear),Core|Full Body,"The Grateful Dead (aka Dancing Bear) Basically, it's a plank-o-rama with a bit of added silliness. Start with 5 Merkins. Rotate 360Â° in place to the left, raising your left arm, then right arm, and so on. Do 5 Werkins. Rotate 360Â° in place to the right, raising your left arm, then right arm, and so on. Next, perform 5 Diamond Merkins. While in place, lift your left arm and leg up, then quickly swap to your right arm and leg up. Continue this back and forth as quickly as you can, making sure to fully extend each limb. Now you look like a Dancing Bear!"
The Gross,Routine,"The Gross The beauty of this workout is that you can adjust the intensity based on the level of pain you want to inflict. Pick 12 exercises and perform 12 reps of each. Thatâ€™s 12x12=144, which is known as a Gross. This workout was first done by Barry Manilow and YHC to showcase the exercises we hate the most, all in one session. Itâ€™s guaranteed to generate fantastic mumble chatter."
The Hightower,Arms|Cardio|Routine,"The Hightower As the Nation knows, F3 Grand Strand lost Jacob ""Hightower"" Hancher this past weekend while he was serving as a Myrtle Beach Police Officer. End of Watch: 10/03/20. We honored him with a full workout, and this is a part of it, based on a very fitting Bible verse: Matthew 5:9 - ""Blessed are the peacemakers, for they will be called children of God."" Here are the 5 exercises, each done for 9 reps: Burpees Bodybuilders (a burpee with a plank jack) Triple Merkin Burpees (a burpee with 3 hand-release merkins) Triple Jump Squat Burpees (a burpee with 3 jump squats) Combining them all: Triple Merkin, Triple Jump Squat Bodybuilders (a burpee with 3 hand-release merkins, a plank jack, and 3 jump squats)"
The Hodor,Coupon|Run,"The Hodor Inspired by Hodor from Game of Thrones and his sole purpose in life to carry a crippled boy. With a cinder block held in front of you, squat until the block touches the ground, stand, rotate the block over your head into a triceps extension, squat again, stand, and rotate the block back in front. That's 1 rep. Repeat for 30 reps, followed by 1 lap around a 1/4 mile trackâ€”carrying the block."
The Jeffrey Leonard,Cardio|Routine|Run,"Done either on a baseball diamond or with cones set up like bases. PAX lines up single file at home plate and proceeds to sprint out a single, double, triple and home run with a jog back to home in between each sprint. Can be done as a quick warm up or dragged out to 1 single, 2 doubles, three triples and 4 home runs (done with flaps down of course)."
The Lion King,Coupon|Full Body,"The Lion King Start with a coupon held tightly to your chest. Move into a low squat position, lowering the coupon between your knees. As you come up out of the squat, raise the coupon high above your head, thrusting it upward so that it becomes weightless for a fraction of a second. Think of Simba being presented in The Lion King ."
The Sheldon Cooper,Run,"The Sheldon Cooper Same as the Cooper just add big boy sit ups. Cooper = Run one lap around the track. Then perform 10 burpees, 10 squats, and 10 merkins. Run another lap, then do 9 burpees, 9 squats, and 9 merkins. Continue this pattern, counting down to 1."
The Swimmer,Arms,"The Swimmer Using a brick in each hand, the PAX performs the freestyle stroke."
The W.A.S.H.,Routine,"The W.A.S.H. Werkins (50, preferably hand-release), American Hammers (100), Step-Ups (150), and Hip Thrusts (200). Perform these exercises either OYO (on your own) or in pairs. If done in pairs, one partner runsâ€”either laps or designated sprintsâ€”while the other completes the exercise. Switch as needed until all exercises are completed."
The Wolverine,Full Body,"The Wolverine A big-boy burpee fit for a superhero: From a standing position, drop to plank, do one merkin, tuck your left knee to your chest, do another merkin, tuck your right knee to your chest, perform one more merkin, then stand, jump, and do an overhead clap. That's one rep. Rinse and repeat."
Theresa,Run,"Theresa The runner's version of Mary, primarily consisting of stretching exercises led by the Q to promote optimal recovery and prevent injury after some intense street pounding."
Thigh Master,Legs,"Thigh Master Starting position: Begin in a forward lunge with knees slightly bent. Perform the standard lunge movement by bending the back knee until it touches the ground, then return to the starting position. This is done in cadence: count 1 down, 2 up, 3 down, 4 up equals 1 rep. Continue for the set number of reps on the same leg, then switch legs and repeat. The exercise can be performed slowly (with the knee reaching the ground) or quickly, ultimately resulting in an intense ""burn"" in the thighs."
Three Amigos,Legs,"Three Amigos Three members of the PAX assume the air chair position, standing back-to-back-to-back and leaning on each other. Hold this position as you would with wall sits. You can either drop lower and hold or begin to walk as a group in the direction of your choosing. If the group fails to reach the destination, all three must do 10 burpees."
Thunderstruck,Music|Routine,"Thunderstruck The Q plays ""Thunderstruck"" by AC/DC. PAX complete one standard merkin for every ""thunder!"" heard in the song and hold a plank during the rest of the song. It's an awesome way to end a workout and ensure any remaining energy is fully burned away."
Tie Fighters,Legs|warmup|Arms,"Tie Fighters Perform Baby Arm Circles (BAC) while in a lunge position. Do forward BACs with the right leg forward, and backward BACs with the left leg forward to balance the Force. This makes for a good warm-up routine."
Tony Hawk Burpee,Full Body,"A normal burpee but when you jump, do a 360 degree spin in the air each time."
Tooth Fairy,Arms|Full Body,"Tooth Fairy With your feet at the bottom of a staircase (or other steep incline) and your hands on the 3rd or 4th step (depending on PAX height and step size), perform an incline Merkin. At the end of each Merkin, do a small hop with your hands and feet to the next steps (e.g., moving from steps 0 & 3 to steps 1 & 4). The longer the staircase, the better the burn. The name comes from PAX saying, ""If you don't do this right, you might lose your teeth,"" and because the hop resembles a fairy-like movement."
Top Gun,Arms|Coupon|Routine,"Top Gun Perform 10 reps each of 5 standing coupon exercises (e.g., Curls, Rows, Deadlifts, Overhead Press, Squats, Lunges) for 10 minutes. Repeat the 5 coupon exercises throughout the entire 10 minutes. Every minute on the minute, the Danger Zone occurs: PAX drop their coupons and perform 3 Burpees, then pick up where they left off with the coupon exercises. To increase the challenge, extend the time, increase the number of Burpees, or raise the reps of the exercises. Acapella versions of Kenny Loggins' classic tune ""Danger Zone"" are encouraged."
Tortoise and the Hare B.O.M.B.S.,Routine,"Tortoise and the Hare B.O.M.B.S. Buddy up with one rucksack per pair. Partner #1 puts on the rucksack and starts walking. Partner #2 performs the first exercise on the list and then chases down Partner #1. When Partner #2 catches up, they swap: Partner #2 takes the rucksack while Partner #1 does the same exercise. Repeat until each partner has completed all exercises 5 times. 5 Burpees (50 per pair) 10 Outlaws (100 per pair) 15 Merkins (150 per pair) 20 Big Boy Sit-ups (200 per pair) 25 Squats (250 per pair)"
Tour de Humpers,Routine,"Tour de Humpers PAX run around a neighborhood where multiple F3 members live (preferably more than three). At every stop sign, perform a combination of three exercises with the following counts: 10, 20, and 30 (e.g., 10 Merkins, 20 Carolina Dry-Docks, 30 Squats). When passing by a house where an F3 member lives, everyone stops in front of their house and performs 25 Monkey Humpers. This works best if the house has a Ring Doorbell. Invented by Aquaman to prevent fartsacking in an F3-heavy neighborhood in Cherokee."
Travolta Merkins,Arms|Core,"Travolta Merkins Picture Saturday Night Fever while doing Merkins. Start in plank position. The sequence is as follows: First move is a Merkin. 2nd move is right arm high. 3rd move is to reach under and across your body as far as you can. 4th move is to reach high again. 5th move is back to the Merkin. Flapjack with the left and then flapjack until you're sick of singing ""staying alive, staying alive"""
Travoltas,Core,"Travoltas In the standard right/left arm-up plank position, lower the raised arm and reach as far as possible underneath and behind your body, then return it to the starting position. Think of the Stayin' Alive move in the side plank position. Extra credit for using a pointed finger."
Triple Check,Cardio|Core|Full Body,"Triple Check Teams of three: The first person holds a people's chair, the second person is in plank position in front of them, and the third person sprints 100 yards and back. Repeat this sequence three times."
Triple Nickel,Routine,"Triple Nickel Find a hill. Start at the bottom, run to the top, and complete 5 reps of the called exercise. Run back to the bottom and complete 5 reps of the same exercise. This is known as a Triple Nickel (5/5/5). It can also be done on a flat surface with a launch point and a target point."
Triple Pump Squat Jumps,Legs|Cardio,"Perform a squat, then rise into a calf raise. Lower back down into the squat position, then come up halfway before returning to the squat position again. Finally, jump up to complete a squat jump."
Tunnel of Love,Routine,"Tunnel of Love While PAX are planking side by side, one by one, someone crawls under the tunnel formed by the planking PAX. This exercise is best done with a ruck on, in the snow, or anywhere there is accumulated mud."
Turk n Burp,Full Body,"Turk n Burp A combination move of a Turkish Get Up and a Burpee: Perform a Turkish Get Up, then flip forward into the squat thrust of the Burpee. Follow with a push-up, complete the Burpee with a jump, and come back down to the ground to start your next rep with the Turkish Get Up. You really need to see it and find your own rhythm. Be the ball..."
Turkish Get Up,Full Body,"Turkish Get Up Lying on your back, use only one arm and your legs to ""get up."""
Turn and Bounce,warmup|Core,"Turn and Bounce With your feet slightly wider than shoulder-width apart and arms extended palms up, twist your torso to the left and bounce while keeping your torso twisted. Return to the center for the 4-count; this constitutes ONE. Then, flap-jack and twist your torso to the right, bouncing 1, 2, 3, and return to the center for the 4-count; this constitutes TWO."
Twerkin,Full Body,"Twerkin Start in the Downward Dog position, with your butt high in the air. Lower your butt slightly and rotate forward while performing the downward half of a Merkin, lowering your head and chest just above the ground as if going under a fence. Continue forward into the Upward Dog position, with your head up and arms extended for the upward half of the Merkin, hands slightly behind your shoulders and chest forward. Return to the starting position by lowering your head and chest, bending your arms, and rotating your body backward, as if going back under the fence. Finish in the Downward Dog position with your butt high. This exercise was performed by Pale Rider and named by Nomaha."
Twin Tower of Trust,Routine,"Twin Tower of Trust Each PAX member will hold a brick in each hand, facing another PAX member (for example, with 20 guys total, 10 line up facing each other about 3-4 feet apart). When the Q calls the exercise, they will hold the bricks straight out at eye level, with no touching of bricks or partners' bricks. The person on the end will bear crawl under everyone holding the bricks (this is where the trust comes in). When they reach the end, they will pick a side and hold their bricks up. The next person then goes, and this process continues. This exercise will last for 25-50 yards, depending on what the Q specifies."
Twinkle Toes,Legs,Twinkle Toes This exercise is an Al Gore (holding a squat with your arms and hands extended in front of you) while performing calf raises. It was originally created by F3 Knoxville's Anchorman and is heavily used in F3 Knoxville JUCO.
UHaul,Arms|Coupon,"UHaul Begin in a standing position, holding a kettlebell or coupon with both hands at chest level. The exercise is performed in cadence with the following movements: Count 1, chest press straight out (parallel to the ground). Count 2, return the kettlebell to the chest. Count 3, perform an incline chest press at a 45-degree upward angle. Count 4, return the kettlebell to the chest."
Ultimate Football,Routine,"Ultimate Football Played like Ultimate Frisbee but with a football. The scoring team calls out an exercise for the entire PAX, but the â€œlosingâ€ team has to do double the amount. For example, if the exercise is â€œ10 burpees,â€ the scoring team does 10 burpees, while the losing team does 20 burpees. If one team scores three times in a row, that team has to run a lap around the field in addition to their exercises. Play for an hour, usually around the holidays."
Ultimate Frisburpee,Routine,"Ultimate Frisburpee This game is similar to ultimate frisbee but includes penalty burpees. On the 1st turnover, all PAX do 5 burpees. On the 2nd turnover, it's 4 burpees; on the 3rd, 3 burpees; on the 4th turnover, 2 burpees; and on the 5th turnover, 1 burpee. If neither team has scored, the remainder of the point is played like regular ultimate frisbee. The burpee count resets after each point. You do not have to wait for all PAX to finish their burpees before beginning play (i.e., it is advantageous to finish your burpees quickly). The game is usually played for about 20 minutes and is a favorite in F3 Hampton Roads."
Underdog,Arms,"Underdog A supine pull-up is performed while hanging below a swing. Lying horizontally on the ground with your arms extended and hanging below the swing, lift your chest up toward the swing (a supine pull-up). This exercise can also be performed on a fence, bench, bars, or similar structures."
Up downs,Legs|Full Body,"Up downs Chop your feet or do high knees. On the Q's signal, drop your chest to the ground and bounce back up, then resume chopping your feet or doing high knees."
Up Straddle Hop,Legs,"Up Straddle Hop Side Straddle Hops performed using one leg. Itâ€™s suggested to do 25-30 reps on each leg in cadence. I recently tore my calf and have been on injury reserve (IR) for a bit. Not wanting to miss our monthly convergence, I grabbed my kettlebell to use when the PAX were doing exercises I couldnâ€™t participate in and headed out to the beatdown. We circled up, and the first exercise called was SSH. Not wanting to put pressure on my torn calf, I started hopping on one leg in cadence while still doing the upper body motion. Apparently, it looked funny, as the PAX started laughing and then joined in. Forty-three men hopping on one leg and waving their arms would have looked awesome to any passersby! Doing 30 IC of those completely exhausted my right (good) leg, so I figured it might need a name. Let the PAX name it and do 25-30 IC with each leg. It burns! For good measure, the Q next called for 10 OYO burpees. I tried to do them one-legged, and after 2 burpees, I had absolutely no strength left in my good leg. So, doing burpees on one leg could be an interesting add-on to the exercise."
Upper Decker,Legs,Best used with sturdy picnic table or stairs. PAX will step up to the tabletop (two steps) when on top perform one air squat and step down. In reference to the movie MaGruber
Upright Row,Arms|Coupon,"Upright Row Grab a rock, concrete block (coupon), log, kettle bell, or a small 2.0. Use a close overhand grip at waist level and lift the object up to your chin. (Thanks to Clark in NoCo.)"
Uptown 50,Routine,"Uptown 50 There are 10 cones with the following exercises written on them: Burpee Broad Jump, Crab Walk, Partner Carry (P1), Partner Carry (P2), Alligator Crawl, Wheelbarrow (P1), Wheelbarrow (P2), Nur (Run Backwards), AYG (Sprint), and Bear Crawl. The cones are placed at the end zone and at the 50-yard line. PAX partner up and line up on the goal line. Start by doing 10 burpees, then travel to the 50-yard line using the method indicated on the first cone. Once you reach the 50-yard line, do 10 burpees and travel back using the method on the next cone. Repeat this process until you have used all the methods on the cones and completed your 100 burpees. Continue until audible swearing is heard or until time runs out."
V-Up Roll Up,Legs|Core,"Performed in a 4-count cadence, this exercise is best known from P90X's Ab Ripper. Start by lying flat with your arms extended above your head. Perform a full sit-up and touch your toes. As you return to the starting position, when your mid-back touches the ground, begin to raise your legs to a 45-degree angle and hold them there. Then, crunch up and touch your toes while keeping your legs in position."
Vacuum Cleaners,Full Body,"Vacuum Cleaners Partner work is done in the wheelbarrow position, ideally in a parking lot or a lined field. Starting at the first line, wheelbarrow to the second line and perform five Derkins. Reverse the wheelbarrow back to the first line for one rep. Flapjack after the agreed-upon number of reps have been completed."
Van Goghda,Core,"Van Goghda Think of lying down like Abe Vigoda. On your back with your legs spread, sit up while reaching as high as possible with one hand. Once you reach the peak, lower your hand forward and cross over to touch the opposite foot, then reverse the motion back down. Flip to the other side and repeat. For a harder variation, cross your legs."
Vertigos,Cardio|Run,"Vertigos Run across a field or any stretch of road or earth, but with each step, rotate so that you are constantly spinning as you move forward (clockwise or counter-clockwise, your choice). If this doesnâ€™t make you dizzy, then not much will."
Vicious circle,Routine,"Vicious circle The PAX travel single-file around the bases of a baseball field. The last man (or last 2 men in larger groups) peels off, runs to the pitcher's mound, performs 5 of an exercise, and then rejoins the PAX at the front. Repeat this for all PAX. Change the mode of travel and the exercises accordingly. For example: PAX bear crawl around the bases. The last man moseys to the pitcher's mound for 5 Merkins and then returns to the front of the PAX. Or, PAX lunge walk around the bases. The last man moseys to the pitcher's mound for 5 jump squats and then returns to the front."
Walk Like An Egyptian,Legs|Routine,"Walk Like An Egyptian The PAX line up single-file, about an armâ€™s length apart. In unison, the entire PAX lunges forward with their right leg and holds the lunge, while the last PAX jailbreaks to the front of the line. The entire PAX then recovers and lunges forward with their left leg and holds the lunge, while the last PAX jailbreaks to the front. This process continues until all PAX have cycled through at least once. To add some extra core work, have the PAX rotate their torso (e.g., rotate the chest right while in the right leg lunge) and hold the rotation throughout."
Walkerstrong,Legs|Mary,"Walkerstrong The PAX circles up and performs 2 minutes of Imperial Walkers, with the last 30 seconds as AMRAP. The exercise is named in honor of Walker Phillips, 2.0 of NailPop in Lexington. A variation of this exercise involves each PAX taking a turn praying aloud with the group while continuing the Imperial Walkers until everyone has prayed."
Wall Conveyor,Arms|Mary|Routine|Full Body,"Wall Conveyor All PAX line up against the wall of a building in the Balls to the Wall (BTTW) position. The first PAX at one end of the line drops down from BTTW, runs to the end of the line, and then returns to the BTTW position. The next PAX follows, and this process repeats until the Q says to stop or you run out of wall space."
Wall Worms,Arms|Full Body,"Wall Worms Start in the Balls to the Wall (BTTW) position. Inch your way to the left or right by moving your hands on the ground and your feet on the wall. Alternatively, you can inch your hands out and your feet down the wall into a more horizontal position, and then move back up."
Walls of Jericho,Routine,"Walls of Jericho Itâ€™s Biblical and it will hurt... just as Joshua was instructed to do. Walls of Jericho (WOJ) is usually performed around a large building. Pick 7 different exercises, complete 7 reps of each, and then run one lap around the building. Repeat this process for 7 laps. For an extra challenge, you can have the PAX shout on the last set to pay homage to the story."
Walmart Burpee,Legs|Arms|Full Body,"The burpeeâ€™s discount-store cousin, where the fun is dialed back. Start by dropping into a squat like a normal burpee, but continue all the way down to your back, rolling onto your shoulder blades. Roll forward, and when your feet hit the ground, place your hands in front and jump back into a plank. The rest follows a standard burpee: perform a merkin, a thruster, and then jump with your hands overhead."
War Hammer,Core,War Hammer This exercise is a combination of a World War II sit-up and four American Hammer reps at the top of the sit-up. It is similar to Captain Thor but does not include an ascending count.
Water Wheel,Legs|warmup,Water Wheel Done in a slow cadence. Stand with feet wide and toes facing forward. (1) Bend the right leg (left leg stays straight) and lean down to touch the right foot. (2) Straighten the right leg to return to the original position. (3) Bend the left leg (right leg stays straight) and lean down to touch the left foot. (4) Straighten the left leg to return to the original position. This exercise is a good complement to Windmills.
Wave of Merkins,Arms|Mary|Core,"Wave of Merkins Circle up and get into plank position. The first person does one merkin, then the next person to the right does a merkin, creating a wave effect around the circle. When it reaches the first person again, they perform 2 merkins, and the wave continues. Repeat this pattern all the way up to 10 merkins and then back down. Stay in plank position the entire time."
